DOI,Rendimento (%),Temperatura (°C),Tempo (min),Solvente - Nome,Solvente - SMILES,Concentração Frutose (mmol/L),Catalisador - Nome,Catalisador - SMILES,Concentração do Cat (mol%),Aditivo - Nome,Aditivo - SMILES,Concentração do Aditivo (mol/L)
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
,,,,,#N/A,,,#N/A,,,#N/A,
